5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': 0.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 0, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
60.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': -0.33035713, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.008928572, 'nt3': -0.33035713, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 6, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
65.0, {'nt1': 0.0, 'nt10': -0.004464286, 'nt11': -0.004464286, 'nt12': 0.0, 'nt13': -0.4107143, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.026785715, 'nt3': -0.47767857, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 4, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 4, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
70.0, {'nt1': 0.0, 'nt10': -0.026785715, 'nt11': -0.026785715, 'nt12': 0.0, 'nt13': -0.2857143, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.05357143, 'nt3': -0.6339286, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
75.0, {'nt1': 0.0, 'nt10': -0.04910714, 'nt11': -0.04910714, 'nt12': 0.0, 'nt13': -0.35267857, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.08928572, 'nt3': -0.7901786, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 3, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
80.0, {'nt1': -0.013392857, 'nt10': 0.0, 'nt11': -0.071428575, 'nt12': 0.0, 'nt13': -0.09375, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.13839285, 'nt3': -0.96875, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 2, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 2, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 3, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
85.0, {'nt1': -0.035714287, 'nt10': 0.0, 'nt11': -0.09375, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.18303572, 'nt3': -1.1473215, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.017857144, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 3, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
90.0, {'nt1': -0.071428575, 'nt10': -0.004464286, 'nt11': -0.116071425, 'nt12': 0.0, 'nt13': -0.004464286, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.22321428, 'nt3': -1.3616072, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.0625, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 10, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 10, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 2, 'nt8': 0, 'nt9': 0}, 
95.0, {'nt1': -0.116071425, 'nt10': -0.04464286, 'nt11': -0.13839285, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.004464286, 'nt3': -1.6071428, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.04464286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 3, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 3, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
100.0, {'nt1': -0.16071428, 'nt10': -0.12946428, 'nt11': -0.16071428, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.008928572, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -1.8526785, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.06696428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
105.0, {'nt1': -0.21428572, 'nt10': -0.21875, 'nt11': -0.18303572, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.06696428, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.107143, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.08928572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 4, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
110.0, {'nt1': -0.28125, 'nt10': -0.32142857, 'nt11': -0.20535715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.102678575, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.4151785, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.11160714, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 5, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 15, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 5, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 15, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
115.0, {'nt1': -0.3482143, 'nt10': -0.4330357, 'nt11': -0.23214285, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.16964285, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.767857, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.13392857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 5, 'nt11': 2, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 5, 'nt11': 2, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
120.0, {'nt1': -0.42857143, 'nt10': -0.55803573, 'nt11': -0.29464287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.25892857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -3.125, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.15625, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 4, 'nt10': 6, 'nt11': 2, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 4, 'nt10': 6, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
125.0, {'nt1': -0.51785713, 'nt10': -0.7098214, 'nt11': -0.36160713, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.3482143, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -3.4955356, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.17857143, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 4, 'nt10': 7, 'nt11': 2, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 17, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 4, 'nt10': 7, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 17, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
130.0, {'nt1': -0.17857143, 'nt10': -0.87053573, 'nt11': -0.4419643, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.44642857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -3.875, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.20089285, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 8, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 17, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 8, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 17, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
135.0, {'nt1': -0.22321428, 'nt10': -1.0669643, 'nt11': -0.5535714, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.55803573, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.22321428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 9, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 9, 'nt11': 5, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
140.0, {'nt1': -0.28125, 'nt10': -1.28125, 'nt11': -0.6651786, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.66964287, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.24553572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 10, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 10, 'nt11': 5, 'nt12': 0, 'nt13': 0, 'nt14': 5, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 1, 'nt8': 0, 'nt9': 0}, 
